SIMULATION PARAMETERS:
n = 18
m = 32
p = 3
resource_noise_scale = 0.41666666
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	
999	495	112.89397	7.448485	Contest	84	17.678339	6.428571	Contest	0	2.926588E-5	1.0	Abandon	
1000	495	112.89397	7.448485	Contest	84	17.678339	6.428571	Contest	0	2.926588E-5	1.0	Abandon	
1001	495	112.89397	7.448485	Contest	84	17.678339	6.428571	Contest	0	2.926588E-5	1.0	Abandon	
1002	495	113.051445	7.448485	Contest	84	17.520855	6.428571	Contest	0	2.926588E-5	1.0	Abandon	
1003	495	113.09461	7.4444447	Contest	84	17.477695	6.404762	Contest	0	2.926588E-5	1.0	Abandon	
1004	494	112.77436	7.4444447	Contest	85	17.797943	6.404762	Contest	0	2.926588E-5	1.0	Abandon	
1005	494	112.743256	7.4473686	Contest	85	17.82905	6.4470587	Contest	0	2.926588E-5	1.0	Abandon	
1006	495	112.89397	7.44332	Contest	84	17.678339	6.4235296	Contest	0	2.926588E-5	1.0	Abandon	
1007	496	113.17105	7.448485	Contest	82	17.302773	6.428571	Abandon	0	2.926588E-5	1.0	Abandon	
1008	497	113.4913	7.449597	Contest	82	17.081003	6.414634	Colonize	0	2.926588E-5	1.0	Abandon	
1009	498	113.77312	7.450704	Contest	81	16.79919	6.390244	Contest	0	2.926588E-5	1.0	Abandon	
1010	498	113.77312	7.451807	Contest	80	16.700712	6.3703704	Abandon	0	2.926588E-5	1.0	Abandon	
1011	498	113.77312	7.451807	Contest	81	16.79919	6.375	Colonize	0	2.926588E-5	1.0	Abandon	
1012	499	113.920845	7.451807	Contest	80	16.651463	6.3703704	Contest	0	2.926588E-5	1.0	Abandon	
1013	500	114.04889	7.4529057	Contest	78	16.424936	6.35	Abandon	0	2.926588E-5	1.0	Abandon	
1014	501	114.21857	7.454	Contest	78	16.353737	6.3333335	Colonize	0	2.926588E-5	1.0	Abandon	
1015	500	114.04889	7.45509	Contest	79	16.523415	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1016	500	114.09052	7.454	Contest	79	16.481785	6.329114	Contest	0	2.926588E-5	1.0	Abandon	
1017	500	114.09052	7.45	Contest	79	16.481785	6.3037972	Contest	0	2.926588E-5	1.0	Abandon	
1018	500	114.04889	7.45	Contest	79	16.523415	6.3037972	Contest	0	2.926588E-5	1.0	Abandon	
1019	499	113.920845	7.454	Contest	80	16.651463	6.329114	Contest	0	2.926588E-5	1.0	Abandon	
1020	499	113.920845	7.4529057	Contest	80	16.651463	6.35	Contest	0	2.926588E-5	1.0	Abandon	
1021	500	114.04889	7.4529057	Contest	79	16.523415	6.35	Contest	0	2.926588E-5	1.0	Abandon	
1022	501	114.21857	7.454	Contest	77	16.255259	6.329114	Abandon	0	2.926588E-5	1.0	Abandon	
1023	501	114.21857	7.45509	Contest	78	16.353737	6.3116884	Colonize	0	2.926588E-5	1.0	Abandon	
1024	501	114.21857	7.45509	Contest	78	16.353737	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1025	501	114.21857	7.45509	Contest	78	16.353737	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1026	501	114.21857	7.45509	Contest	78	16.353737	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1027	500	114.04889	7.45509	Contest	79	16.523415	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1028	500	114.09052	7.454	Contest	79	16.481785	6.329114	Contest	0	2.926588E-5	1.0	Abandon	
1029	500	114.04889	7.45	Contest	79	16.523415	6.3037972	Contest	0	2.926588E-5	1.0	Abandon	
1030	501	114.21857	7.454	Contest	78	16.353737	6.329114	Contest	0	2.926588E-5	1.0	Abandon	
1031	501	114.21857	7.45509	Contest	77	16.255259	6.3076925	Abandon	0	2.926588E-5	1.0	Abandon	
1032	501	114.21857	7.45509	Contest	78	16.353737	6.3116884	Colonize	0	2.926588E-5	1.0	Abandon	
1033	501	114.21857	7.45509	Contest	78	16.353737	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1034	502	114.44565	7.45509	Contest	77	16.126657	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1035	502	114.44565	7.4561753	Contest	77	16.126657	6.285714	Contest	0	2.926588E-5	1.0	Abandon	
1036	502	114.44565	7.4561753	Contest	77	16.126657	6.285714	Contest	0	2.926588E-5	1.0	Abandon	
1037	501	114.21857	7.4561753	Contest	78	16.353737	6.285714	Contest	0	2.926588E-5	1.0	Abandon	
1038	500	114.04889	7.45509	Contest	79	16.523415	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1039	499	113.920845	7.454	Contest	80	16.651463	6.329114	Contest	0	2.926588E-5	1.0	Abandon	
1040	499	113.90116	7.4529057	Contest	80	16.671143	6.35	Contest	0	2.926588E-5	1.0	Abandon	
1041	499	113.920845	7.448898	Contest	80	16.651463	6.325	Contest	0	2.926588E-5	1.0	Abandon	
1042	499	113.920845	7.4529057	Contest	80	16.651463	6.35	Contest	0	2.926588E-5	1.0	Abandon	
1043	499	113.920845	7.4529057	Contest	80	16.651463	6.35	Contest	0	2.926588E-5	1.0	Abandon	
1044	500	114.04889	7.4529057	Contest	79	16.523415	6.35	Contest	0	2.926588E-5	1.0	Abandon	
1045	500	114.04889	7.454	Contest	78	16.424936	6.329114	Abandon	0	2.926588E-5	1.0	Abandon	
1046	500	114.04889	7.454	Contest	79	16.523415	6.3333335	Colonize	0	2.926588E-5	1.0	Abandon	
1047	500	114.09052	7.454	Contest	79	16.481785	6.329114	Contest	0	2.926588E-5	1.0	Abandon	
1048	500	114.09052	7.45	Contest	79	16.481785	6.3037972	Contest	0	2.926588E-5	1.0	Abandon	
1049	500	114.09052	7.45	Contest	79	16.481785	6.3037972	Contest	0	2.926588E-5	1.0	Abandon	
1050	500	114.04889	7.45	Contest	79	16.523415	6.3037972	Contest	0	2.926588E-5	1.0	Abandon	
1051	500	114.04889	7.454	Contest	79	16.523415	6.329114	Contest	0	2.926588E-5	1.0	Abandon	
1052	501	114.21857	7.454	Contest	78	16.353737	6.329114	Contest	0	2.926588E-5	1.0	Abandon	
1053	502	114.44565	7.45509	Contest	76	16.02818	6.3076925	Abandon	0	2.926588E-5	1.0	Abandon	
1054	503	114.720345	7.4561753	Contest	76	15.851964	6.2894735	Colonize	0	2.926588E-5	1.0	Abandon	
1055	503	114.680626	7.4572563	Contest	76	15.891681	6.263158	Contest	0	2.926588E-5	1.0	Abandon	
1056	502	114.44565	7.4532804	Contest	77	16.126657	6.236842	Contest	0	2.926588E-5	1.0	Abandon	
1057	502	114.49326	7.4561753	Contest	77	16.079044	6.285714	Contest	0	2.926588E-5	1.0	Abandon	
1058	502	114.49326	7.4521914	Contest	77	16.079044	6.2597404	Contest	0	2.926588E-5	1.0	Abandon	
1059	501	114.21857	7.4521914	Contest	78	16.353737	6.2597404	Contest	0	2.926588E-5	1.0	Abandon	
1060	501	114.27597	7.45509	Contest	78	16.296335	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1061	501	114.21857	7.451098	Contest	78	16.353737	6.282051	Contest	0	2.926588E-5	1.0	Abandon	
1062	501	114.27597	7.45509	Contest	78	16.296335	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1063	501	114.21857	7.451098	Contest	78	16.353737	6.282051	Contest	0	2.926588E-5	1.0	Abandon	
1064	501	114.21857	7.45509	Contest	78	16.353737	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1065	501	114.27597	7.45509	Contest	78	16.296335	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1066	501	114.21857	7.451098	Contest	78	16.353737	6.282051	Contest	0	2.926588E-5	1.0	Abandon	
1067	501	114.21857	7.45509	Contest	78	16.353737	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1068	501	114.21857	7.45509	Contest	78	16.353737	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1069	501	114.27597	7.45509	Contest	78	16.296335	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1070	502	114.44565	7.451098	Contest	77	16.126657	6.282051	Contest	0	2.926588E-5	1.0	Abandon	
1071	503	114.720345	7.4561753	Contest	76	15.851964	6.285714	Contest	0	2.926588E-5	1.0	Abandon	
1072	503	114.720345	7.4572563	Contest	76	15.851964	6.263158	Contest	0	2.926588E-5	1.0	Abandon	
1073	504	114.95532	7.4572563	Contest	75	15.616987	6.263158	Contest	0	2.926588E-5	1.0	Abandon	
1074	503	114.720345	7.4583335	Contest	76	15.851964	6.24	Contest	0	2.926588E-5	1.0	Abandon	
1075	502	114.44565	7.4572563	Contest	77	16.126657	6.263158	Contest	0	2.926588E-5	1.0	Abandon	
1076	503	114.720345	7.4561753	Contest	76	15.851964	6.285714	Contest	0	2.926588E-5	1.0	Abandon	
1077	503	114.720345	7.4572563	Contest	76	15.851964	6.263158	Contest	0	2.926588E-5	1.0	Abandon	
1078	503	114.720345	7.4572563	Contest	76	15.851964	6.263158	Contest	0	2.926588E-5	1.0	Abandon	
1079	502	114.44565	7.4572563	Contest	77	16.126657	6.263158	Contest	0	2.926588E-5	1.0	Abandon	
1080	502	114.49326	7.4561753	Contest	77	16.079044	6.285714	Contest	0	2.926588E-5	1.0	Abandon	
1081	501	114.21857	7.4521914	Contest	78	16.353737	6.2597404	Contest	0	2.926588E-5	1.0	Abandon	
1082	501	114.21857	7.45509	Contest	78	16.353737	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1083	502	114.44565	7.45509	Contest	77	16.126657	6.3076925	Contest	0	2.926588E-5	1.0	Abandon	
1084	502	114.49326	7.4561753	Contest	77	16.079044	6.285714	Contest	0	2.926588E-5	1.0	Abandon	
1085	502	114.49326	7.4521914	Contest	77	16.079044	6.2597404	Contest	0	2.926588E-5	1.0	Abandon	
1086	503	114.720345	7.4521914	Contest	76	15.851964	6.2597404	Contest	0	2.926588E-5	1.0	Abandon	
1087	502	114.44565	7.4572563	Contest	77	16.126657	6.263158	Contest	0	2.926588E-5	1.0	Abandon	
1088	502	114.49326	7.4561753	Contest	77	16.079044	6.285714	Contest	0	2.926588E-5	1.0	Abandon	
1089	502	114.49326	7.4521914	Contest	77	16.079044	6.2597404	Contest	0	2.926588E-5	1.0	Abandon	
1090	503	114.720345	7.4521914	Contest	76	15.851964	6.2597404	Contest	0	2.926588E-5	1.0	Abandon	
1091	503	114.720345	7.4572563	Contest	76	15.851964	6.263158	Contest	0	2.926588E-5	1.0	Abandon	
1092	503	114.680626	7.4572563	Contest	76	15.891681	6.263158	Contest	0	2.926588E-5	1.0	Abandon	
1093	503	114.680626	7.4532804	Contest	76	15.891681	6.236842	Contest	0	2.926588E-5	1.0	Abandon	
1094	503	114.680626	7.4532804	Contest	76	15.891681	6.236842	Contest	0	2.926588E-5	1.0	Abandon	
1095	503	114.680626	7.4532804	Contest	76	15.891681	6.236842	Contest	0	2.926588E-5	1.0	Abandon	
1096	504	114.95532	7.4532804	Contest	75	15.616987	6.236842	Contest	0	2.926588E-5	1.0	Abandon	
1097	504	115.00888	7.4583335	Contest	75	15.563427	6.24	Contest	0	2.926588E-5	1.0	Abandon	
1098	505	115.24386	7.4543653	Contest	74	15.32845	6.213333	Contest	0	2.926588E-5	1.0	Abandon	
1099	506	115.47791	7.459406	Contest	73	15.094395	6.216216	Contest	0	2.926588E-5	1.0	Abandon	
1100	507	115.66874	7.4604745	Contest	72	14.71274	6.191781	Abandon	0	2.926588E-5	1.0	Abandon	
1101	507	115.66874	7.457594	Contest	72	14.71274	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1102	507	115.5138	7.457594	Contest	72	14.867675	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1103	507	115.5138	7.453649	Contest	71	14.467988	6.1944447	Abandon	0	2.926588E-5	1.0	Abandon	
1104	508	115.91349	7.453649	Contest	71	14.467988	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1105	508	115.8999	7.4507875	Contest	71	14.481578	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1106	509	116.14465	7.4547243	Contest	70	13.992074	6.169014	Abandon	0	2.926588E-5	1.0	Abandon	
1107	509	116.14465	7.4518666	Contest	70	13.992074	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1108	510	116.36695	7.4518666	Contest	69	13.76978	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1109	511	116.604805	7.452941	Contest	68	13.531923	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1110	510	116.36695	7.454012	Contest	69	13.769779	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1111	510	116.36695	7.452941	Contest	69	13.769779	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1112	510	116.36695	7.452941	Contest	69	13.769779	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1113	509	116.14465	7.452941	Contest	70	13.992073	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1114	510	116.36695	7.4518666	Contest	69	13.769779	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1115	510	116.38251	7.452941	Contest	69	13.754217	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1116	509	116.14465	7.4490194	Contest	70	13.992073	6.1449275	Contest	0	2.926588E-5	1.0	Abandon	
1117	509	116.14465	7.4518666	Contest	70	13.992073	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1118	510	116.36695	7.4518666	Contest	69	13.769779	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1119	510	116.38251	7.452941	Contest	69	13.754217	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1120	511	116.604805	7.4490194	Contest	68	13.531923	6.1449275	Contest	0	2.926588E-5	1.0	Abandon	
1121	512	116.81443	7.454012	Contest	67	13.322302	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1122	513	116.99022	7.455078	Contest	66	13.146512	6.119403	Contest	0	2.926588E-5	1.0	Abandon	
1123	514	117.18546	7.4561405	Contest	65	12.95127	6.090909	Contest	0	2.926588E-5	1.0	Abandon	
1124	515	117.29107	7.4571986	Contest	64	12.845662	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1125	515	117.3068	7.4582524	Contest	64	12.829935	6.03125	Contest	0	2.926588E-5	1.0	Abandon	
1126	514	117.18546	7.454369	Contest	65	12.95127	6.0	Contest	0	2.926588E-5	1.0	Abandon	
1127	515	117.29107	7.4571986	Contest	64	12.845662	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1128	515	117.3068	7.4582524	Contest	64	12.829935	6.03125	Contest	0	2.926588E-5	1.0	Abandon	
1129	514	117.18546	7.454369	Contest	65	12.95127	6.0	Contest	0	2.926588E-5	1.0	Abandon	
1130	513	116.99022	7.4571986	Contest	66	13.146512	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1131	512	116.81443	7.4561405	Contest	67	13.322302	6.090909	Contest	0	2.926588E-5	1.0	Abandon	
1132	512	116.780594	7.455078	Contest	67	13.356133	6.119403	Contest	0	2.926588E-5	1.0	Abandon	
1133	511	116.604805	7.451172	Contest	68	13.531923	6.0895524	Contest	0	2.926588E-5	1.0	Abandon	
1134	511	116.57658	7.454012	Contest	68	13.560158	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1135	511	116.57658	7.450098	Contest	68	13.560158	6.117647	Contest	0	2.926588E-5	1.0	Abandon	
1136	511	116.57658	7.450098	Contest	68	13.560158	6.117647	Contest	0	2.926588E-5	1.0	Abandon	
1137	510	116.36695	7.450098	Contest	69	13.769779	6.117647	Contest	0	2.926588E-5	1.0	Abandon	
1138	510	116.38251	7.452941	Contest	69	13.754217	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1139	510	116.36695	7.4490194	Contest	69	13.769779	6.1449275	Contest	0	2.926588E-5	1.0	Abandon	
1140	510	116.36695	7.452941	Contest	69	13.769779	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1141	509	116.14465	7.452941	Contest	70	13.992073	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1142	510	116.36695	7.4518666	Contest	69	13.769779	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1143	511	116.604805	7.452941	Contest	68	13.531923	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1144	510	116.36695	7.454012	Contest	69	13.769779	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1145	511	116.604805	7.452941	Contest	68	13.531923	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1146	510	116.36695	7.454012	Contest	69	13.769779	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1147	511	116.604805	7.452941	Contest	68	13.531923	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1148	512	116.81443	7.454012	Contest	67	13.322302	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1149	512	116.81443	7.455078	Contest	67	13.322302	6.119403	Contest	0	2.926588E-5	1.0	Abandon	
1150	512	116.780594	7.455078	Contest	67	13.356133	6.119403	Contest	0	2.926588E-5	1.0	Abandon	
1151	513	116.99022	7.451172	Contest	66	13.146512	6.0895524	Contest	0	2.926588E-5	1.0	Abandon	
1152	514	117.18546	7.4561405	Contest	65	12.95127	6.090909	Contest	0	2.926588E-5	1.0	Abandon	
1153	513	116.99022	7.4571986	Contest	66	13.146512	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1154	512	116.81443	7.4561405	Contest	67	13.322302	6.090909	Contest	0	2.926588E-5	1.0	Abandon	
1155	513	116.99022	7.455078	Contest	66	13.146512	6.119403	Contest	0	2.926588E-5	1.0	Abandon	
1156	514	117.18546	7.4561405	Contest	65	12.95127	6.090909	Contest	0	2.926588E-5	1.0	Abandon	
1157	514	117.18546	7.4571986	Contest	65	12.95127	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1158	515	117.29107	7.4571986	Contest	64	12.845662	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1159	515	117.29107	7.4582524	Contest	64	12.845662	6.03125	Contest	0	2.926588E-5	1.0	Abandon	
1160	515	117.3068	7.4582524	Contest	64	12.829935	6.03125	Contest	0	2.926588E-5	1.0	Abandon	
1161	514	117.18546	7.454369	Contest	65	12.95127	6.0	Contest	0	2.926588E-5	1.0	Abandon	
1162	515	117.29107	7.4571986	Contest	64	12.845662	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1163	516	117.41241	7.4582524	Contest	63	12.724327	6.03125	Contest	0	2.926588E-5	1.0	Abandon	
1164	515	117.29107	7.4593024	Contest	64	12.845662	6.0	Contest	0	2.926588E-5	1.0	Abandon	
1165	516	117.41241	7.4582524	Contest	63	12.724327	6.03125	Contest	0	2.926588E-5	1.0	Abandon	
1166	517	117.597916	7.4593024	Contest	62	12.538819	6.0	Contest	0	2.926588E-5	1.0	Abandon	
1167	516	117.41241	7.460348	Contest	63	12.724327	5.967742	Contest	0	2.926588E-5	1.0	Abandon	
1168	515	117.29107	7.4593024	Contest	64	12.845662	6.0	Contest	0	2.926588E-5	1.0	Abandon	
1169	515	117.29107	7.4582524	Contest	64	12.845662	6.03125	Contest	0	2.926588E-5	1.0	Abandon	
1170	514	117.18546	7.4582524	Contest	65	12.95127	6.03125	Contest	0	2.926588E-5	1.0	Abandon	
1171	514	117.095825	7.4571986	Contest	65	13.040904	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1172	513	116.99022	7.4533076	Contest	66	13.146512	6.0307693	Contest	0	2.926588E-5	1.0	Abandon	
1173	514	117.18546	7.4561405	Contest	65	12.95127	6.090909	Contest	0	2.926588E-5	1.0	Abandon	
1174	513	116.99022	7.4571986	Contest	66	13.146512	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1175	513	117.009674	7.4561405	Contest	66	13.12706	6.090909	Contest	0	2.926588E-5	1.0	Abandon	
1176	514	117.18546	7.452242	Contest	65	12.95127	6.060606	Contest	0	2.926588E-5	1.0	Abandon	
1177	514	117.095825	7.4571986	Contest	65	13.040904	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1178	514	117.095825	7.4533076	Contest	65	13.040904	6.0307693	Contest	0	2.926588E-5	1.0	Abandon	
1179	513	116.99022	7.4533076	Contest	66	13.146512	6.0307693	Contest	0	2.926588E-5	1.0	Abandon	
1180	514	117.18546	7.4561405	Contest	65	12.95127	6.090909	Contest	0	2.926588E-5	1.0	Abandon	
1181	515	117.29107	7.4571986	Contest	64	12.845662	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1182	514	117.18546	7.4582524	Contest	65	12.95127	6.03125	Contest	0	2.926588E-5	1.0	Abandon	
1183	513	116.99022	7.4571986	Contest	66	13.146512	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1184	513	117.009674	7.4561405	Contest	66	13.12706	6.090909	Contest	0	2.926588E-5	1.0	Abandon	
1185	513	117.009674	7.452242	Contest	66	13.12706	6.060606	Contest	0	2.926588E-5	1.0	Abandon	
1186	512	116.81443	7.452242	Contest	67	13.322302	6.060606	Contest	0	2.926588E-5	1.0	Abandon	
1187	511	116.604805	7.455078	Contest	68	13.531923	6.119403	Contest	0	2.926588E-5	1.0	Abandon	
1188	510	116.36695	7.454012	Contest	69	13.769779	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1189	510	116.36695	7.452941	Contest	69	13.769779	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1190	510	116.36695	7.452941	Contest	69	13.769779	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1191	511	116.604805	7.452941	Contest	68	13.531923	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1192	511	116.604805	7.454012	Contest	68	13.531923	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1193	510	116.36695	7.454012	Contest	69	13.769779	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1194	510	116.38251	7.452941	Contest	69	13.754217	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1195	511	116.604805	7.4490194	Contest	68	13.531923	6.1449275	Contest	0	2.926588E-5	1.0	Abandon	
1196	510	116.36695	7.454012	Contest	69	13.769779	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1197	510	116.38251	7.452941	Contest	69	13.754217	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1198	510	116.36695	7.4490194	Contest	69	13.769779	6.1449275	Contest	0	2.926588E-5	1.0	Abandon	
1199	510	116.36695	7.452941	Contest	69	13.769779	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1200	509	116.14465	7.452941	Contest	70	13.992073	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1201	509	116.14465	7.4518666	Contest	70	13.992073	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1202	508	115.91349	7.4518666	Contest	71	14.223235	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1203	508	115.91349	7.4507875	Contest	71	14.223235	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1204	508	115.91349	7.4507875	Contest	71	14.223235	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1205	507	115.66874	7.4507875	Contest	72	14.467987	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1206	506	115.26905	7.457594	Contest	73	14.867674	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1207	506	115.26905	7.4604745	Contest	72	14.467987	6.191781	Abandon	0	2.926588E-5	1.0	Abandon	
1208	507	115.66874	7.4604745	Contest	72	14.467987	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1209	508	115.91349	7.457594	Contest	71	14.223235	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1210	509	116.14465	7.4507875	Contest	70	13.992073	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1211	509	116.14465	7.4518666	Contest	69	13.893595	6.2	Abandon	0	2.926588E-5	1.0	Abandon	
1212	509	116.14465	7.4518666	Contest	70	13.992073	6.2028985	Colonize	0	2.926588E-5	1.0	Abandon	
1213	508	115.91349	7.4518666	Contest	71	14.223235	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1214	508	115.91349	7.4507875	Contest	71	14.223235	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1215	509	116.14465	7.4507875	Contest	70	13.992073	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1216	509	116.14465	7.4518666	Contest	69	13.893595	6.2	Abandon	0	2.926588E-5	1.0	Abandon	
1217	509	116.14465	7.4518666	Contest	70	13.992073	6.2028985	Colonize	0	2.926588E-5	1.0	Abandon	
1218	509	116.14465	7.4518666	Contest	70	13.992073	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1219	508	115.91349	7.4518666	Contest	71	14.223235	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1220	508	115.8999	7.4507875	Contest	71	14.236825	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1221	508	115.8999	7.4547243	Contest	70	13.992073	6.169014	Abandon	0	2.926588E-5	1.0	Abandon	
1222	509	116.14465	7.4547243	Contest	70	13.992073	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1223	509	116.13579	7.4518666	Contest	70	14.000941	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1224	509	116.14465	7.447937	Contest	70	13.992073	6.1714287	Contest	0	2.926588E-5	1.0	Abandon	
1225	508	115.91349	7.4518666	Contest	71	14.223235	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1226	507	115.66874	7.4507875	Contest	72	14.467987	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1227	506	115.26905	7.457594	Contest	73	14.867674	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1228	506	115.26905	7.4604745	Contest	72	14.467987	6.191781	Abandon	0	2.926588E-5	1.0	Abandon	
1229	507	115.66874	7.4604745	Contest	72	14.467987	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1230	508	115.91349	7.457594	Contest	71	14.223235	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1231	509	116.14465	7.4507875	Contest	70	13.992073	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1232	509	116.14465	7.4518666	Contest	69	13.893595	6.2	Abandon	0	2.926588E-5	1.0	Abandon	
1233	510	116.36695	7.4518666	Contest	69	13.769779	6.2028985	Colonize	0	2.926588E-5	1.0	Abandon	
1234	510	116.36695	7.452941	Contest	69	13.769779	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1235	510	116.36695	7.452941	Contest	69	13.769779	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1236	510	116.38251	7.452941	Contest	69	13.754217	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1237	510	116.36695	7.4490194	Contest	69	13.769779	6.1449275	Contest	0	2.926588E-5	1.0	Abandon	
1238	509	116.14465	7.452941	Contest	70	13.992073	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1239	509	116.14465	7.4518666	Contest	70	13.992073	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1240	508	115.91349	7.4518666	Contest	71	14.223235	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1241	507	115.66874	7.4507875	Contest	72	14.467987	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1242	507	115.5138	7.457594	Contest	72	14.622922	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1243	507	115.5138	7.453649	Contest	71	14.223235	6.1944447	Abandon	0	2.926588E-5	1.0	Abandon	
1244	507	115.66874	7.453649	Contest	72	14.467987	6.2253523	Contest	0	2.926588E-5	1.0	Abandon	
1245	506	115.26905	7.457594	Contest	73	14.867674	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
