SIMULATION PARAMETERS:
n = 18
m = 32
p = 6
resource_noise_scale = 0.41666666
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	NATION 3 S	NATION 3 R	NATION 3 A_BAR	NATION 3 ACTION	NATION 4 S	NATION 4 R	NATION 4 A_BAR	NATION 4 ACTION	NATION 5 S	NATION 5 R	NATION 5 A_BAR	NATION 5 ACTION	
1932	363	88.532036	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.401413	7.170507	Contest	
1933	362	88.11262	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.82083	7.1797237	Contest	
1934	362	88.63126	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.302185	7.1834865	Contest	
1935	362	88.63126	7.370166	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.302185	7.174312	Contest	
1936	362	88.11262	7.370166	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.82083	7.174312	Contest	
1937	362	88.11262	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.82083	7.1834865	Contest	
1938	361	87.63126	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	219	48.302185	7.1834865	Contest	
1939	361	87.63126	7.3739614	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	219	48.302185	7.1872144	Contest	
1940	361	87.79369	7.3739614	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	219	48.139755	7.1872144	Contest	
1941	360	87.31234	7.368421	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	48.62111	7.178082	Contest	
1942	359	87.20835	7.3722224	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.725094	7.190909	Contest	
1943	358	87.03157	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	222	48.90187	7.19457	Contest	
1944	359	88.03157	7.3687153	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	47.90187	7.1981983	Contest	
1945	359	88.03157	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	47.90187	7.18552	Contest	
1946	359	88.03157	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	47.90187	7.18552	Contest	
1947	359	88.03157	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	47.90187	7.18552	Contest	
1948	360	88.350494	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	47.582947	7.18552	Contest	
1949	359	87.350494	7.366667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.582947	7.181818	Contest	
1950	359	87.350494	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.582947	7.19457	Contest	
1951	359	87.350494	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.582947	7.19457	Contest	
1952	359	87.512924	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.420517	7.19457	Contest	
1953	359	88.03157	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	47.90187	7.18552	Contest	
1954	358	87.03157	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	222	48.90187	7.18552	Contest	
1955	358	87.03157	7.3687153	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	222	48.90187	7.1981983	Contest	
1956	358	87.03157	7.3687153	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	222	48.90187	7.1981983	Contest	
1957	359	88.03157	7.3687153	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	47.90187	7.1981983	Contest	
1958	360	88.350494	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	47.582947	7.18552	Contest	
1959	360	87.83185	7.366667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	48.101593	7.181818	Contest	
1960	359	87.350494	7.3722224	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.582947	7.190909	Contest	
1961	359	87.350494	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.582947	7.19457	Contest	
1962	359	87.350494	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.582947	7.19457	Contest	
1963	360	87.83185	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	48.101593	7.19457	Contest	
1964	360	88.350494	7.3722224	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	47.582947	7.190909	Contest	
1965	359	87.350494	7.366667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.582947	7.181818	Contest	
1966	359	87.512924	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.420517	7.19457	Contest	
1967	359	88.03157	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	47.90187	7.18552	Contest	
1968	359	87.350494	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.582947	7.18552	Contest	
1969	360	87.83185	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	48.101593	7.19457	Contest	
1970	361	88.83185	7.3722224	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	219	47.101593	7.190909	Contest	
1971	362	89.25127	7.368421	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	46.682175	7.178082	Contest	
1972	363	89.52372	7.370166	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	46.409718	7.174312	Contest	
1973	363	89.52372	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	46.409718	7.170507	Contest	
1974	363	89.52372	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	46.409718	7.170507	Contest	
1975	362	88.52372	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.409718	7.170507	Contest	
1976	363	89.52372	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	46.409718	7.1834865	Contest	
1977	364	89.73124	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	46.202198	7.170507	Contest	
1978	363	88.73124	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.202198	7.1759257	Contest	
1979	363	88.73124	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.202198	7.1797237	Contest	
1980	363	88.73124	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.202198	7.1797237	Contest	
1981	363	88.73124	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.202198	7.1797237	Contest	
1982	363	88.73124	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.202198	7.1797237	Contest	
1983	362	88.52372	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.409718	7.1797237	Contest	
1984	363	89.52372	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	46.409718	7.1834865	Contest	
1985	362	88.52372	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.409718	7.170507	Contest	
1986	362	88.52372	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.409718	7.1834865	Contest	
1987	362	88.52372	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.409718	7.1834865	Contest	
1988	362	88.52372	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.409718	7.1834865	Contest	
1989	362	88.52372	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.409718	7.1834865	Contest	
1990	362	89.25127	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	46.682175	7.1834865	Contest	
1991	362	89.25127	7.370166	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	46.682175	7.174312	Contest	
1992	361	88.25127	7.370166	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	219	47.682175	7.174312	Contest	
1993	361	88.25127	7.3739614	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	219	47.682175	7.1872144	Contest	
1994	361	88.25127	7.3739614	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	219	47.682175	7.1872144	Contest	
1995	361	88.83185	7.3739614	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	219	47.101593	7.1872144	Contest	
1996	362	89.25127	7.368421	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	46.682175	7.178082	Contest	
1997	362	89.25127	7.370166	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	46.682175	7.174312	Contest	
1998	361	88.25127	7.370166	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	219	47.682175	7.174312	Contest	
1999	360	87.83185	7.3739614	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	48.101593	7.1872144	Contest	
2000	360	87.83185	7.3722224	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	48.101593	7.190909	Contest	
2001	360	88.350494	7.3722224	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	47.582947	7.190909	Contest	
2002	359	87.350494	7.366667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.582947	7.181818	Contest	
2003	360	87.83185	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	48.101593	7.19457	Contest	
2004	359	87.350494	7.3722224	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.582947	7.190909	Contest	
2005	359	87.512924	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.420517	7.19457	Contest	
2006	359	88.03157	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	47.90187	7.18552	Contest	
2007	359	88.03157	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	47.90187	7.18552	Contest	
2008	359	87.350494	7.3649025	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	221	48.582947	7.18552	Contest	
2009	358	87.03157	7.3704734	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	222	48.90187	7.19457	Contest	
2010	357	86.93246	7.3687153	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	223	49.00098	7.1981983	Contest	
2011	356	86.83072	7.3641458	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	224	49.102722	7.2017937	Contest	
2012	357	87.83072	7.3595505	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	223	48.102722	7.205357	Contest	
2013	356	86.83072	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	224	49.102722	7.1928253	Contest	
2014	355	86.686066	7.3595505	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	225	49.24737	7.205357	Contest	
2015	354	86.44548	7.3549294	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	226	49.48796	7.208889	Contest	
2016	353	85.44548	7.3531075	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	50.48796	7.2123895	Contest	
2017	353	85.44548	7.345609	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	50.48796	7.2070484	Contest	
2018	353	86.18791	7.345609	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	49.745525	7.2070484	Contest	
2019	352	85.18791	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	228	50.745525	7.2070484	Contest	
2020	352	86.08004	7.340909	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	228	49.853397	7.2105265	Contest	
2021	353	87.08004	7.3323865	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	48.853397	7.2017546	Contest	
2022	353	86.33761	7.328612	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	49.595833	7.1894274	Contest	
2023	352	85.33761	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	228	50.595833	7.2070484	Contest	
2024	352	86.069435	7.340909	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	228	49.864006	7.2105265	Contest	
2025	351	85.069435	7.340909	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	229	50.864006	7.2105265	Contest	
2026	351	85.74362	7.339031	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	229	50.18982	7.213974	Contest	
2027	351	85.74362	7.339031	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	229	50.18982	7.213974	Contest	
2028	351	85.74362	7.339031	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	229	50.18982	7.213974	Contest	
2029	351	85.74362	7.339031	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	229	50.18982	7.213974	Contest	
2030	351	85.74362	7.3333335	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	229	50.18982	7.2052402	Contest	
2031	351	85.74362	7.339031	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	229	50.18982	7.213974	Contest	
2032	352	86.74362	7.3333335	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	228	49.18982	7.2052402	Contest	
2033	353	87.069435	7.3352275	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	48.864006	7.2017546	Contest	
2034	352	86.069435	7.3371105	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	228	49.864006	7.198238	Contest	
2035	353	87.069435	7.340909	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	48.864006	7.2105265	Contest	
2036	353	86.33761	7.3371105	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	49.595833	7.198238	Contest	
2037	353	86.33761	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	49.595833	7.2070484	Contest	
2038	353	86.33761	7.3371105	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	49.595833	7.198238	Contest	
2039	354	87.33761	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	226	48.595833	7.2070484	Contest	
2040	353	86.33761	7.338983	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	49.595833	7.19469	Contest	
2041	353	86.33761	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	49.595833	7.2070484	Contest	
2042	353	86.33761	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	49.595833	7.2070484	Contest	
2043	354	87.33761	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	226	48.595833	7.2070484	Contest	
2044	354	86.57819	7.338983	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	226	49.355244	7.19469	Contest	
2045	354	86.57819	7.3446326	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	226	49.355244	7.20354	Contest	
2046	354	86.57819	7.338983	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	226	49.355244	7.19469	Contest	
2047	354	86.57819	7.3446326	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	226	49.355244	7.20354	Contest	
2048	354	86.57819	7.338983	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	226	49.355244	7.19469	Contest	
2049	353	85.57819	7.338983	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	50.355244	7.19469	Contest	
2050	353	85.57819	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	50.355244	7.2070484	Contest	
2051	353	85.57819	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	50.355244	7.2070484	Contest	
2052	353	85.57819	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	50.355244	7.2070484	Contest	
2053	353	85.57819	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	50.355244	7.2070484	Contest	
2054	353	85.57819	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	227	50.355244	7.2070484	Contest	
2055	354	86.57819	7.3427763	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	226	49.355244	7.2070484	Contest	
2056	354	86.57819	7.3446326	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	226	49.355244	7.20354	Contest	
2057	355	87.57819	7.3446326	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	225	48.355244	7.20354	Contest	
