SIMULATION PARAMETERS:
n = 18
m = 32
p = 6
resource_noise_scale = 0.41666666
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	NATION 3 S	NATION 3 R	NATION 3 A_BAR	NATION 3 ACTION	NATION 4 S	NATION 4 R	NATION 4 A_BAR	NATION 4 ACTION	NATION 5 S	NATION 5 R	NATION 5 A_BAR	NATION 5 ACTION	
121	118	33.80761	6.7350426	Contest	93	21.320608	6.5591397	Contest	81	16.504221	6.691358	Contest	100	24.05606	6.78	Contest	86	18.873913	6.6976743	Contest	101	22.825848	6.831683	Contest	
122	119	33.903385	6.745763	Contest	94	21.52597	6.5591397	Contest	80	16.222408	6.691358	Contest	99	23.850698	6.78	Contest	86	18.873913	6.6976743	Contest	102	23.10766	6.831683	Contest	
123	120	34.04316	6.7563024	Contest	93	21.448969	6.574468	Contest	81	16.597576	6.675	Contest	99	23.858908	6.767677	Contest	87	18.942705	6.6976743	Contest	101	22.732492	6.8431373	Contest	
124	121	34.127735	6.75	Contest	93	21.448969	6.580645	Contest	80	16.222408	6.691358	Contest	99	23.858908	6.767677	Contest	87	18.942705	6.7356324	Contest	102	23.10766	6.831683	Contest	
125	122	34.521294	6.7603307	Contest	93	21.365614	6.580645	Contest	79	16.0369	6.675	Contest	99	23.858908	6.767677	Contest	86	18.632502	6.7356324	Contest	103	23.293169	6.8431373	Contest	
126	122	34.521294	6.7540984	Contest	93	21.448969	6.5376344	Contest	78	15.854013	6.658228	Contest	99	23.858908	6.767677	Contest	86	18.549147	6.6744184	Contest	104	23.476055	6.854369	Contest	
127	122	34.521294	6.7540984	Contest	92	21.296822	6.580645	Contest	77	15.579641	6.6410255	Contest	99	23.858908	6.767677	Contest	87	18.701294	6.72093	Contest	105	23.750427	6.8653846	Contest	
128	122	34.521294	6.7540984	Contest	92	21.296822	6.5652175	Contest	76	14.925627	6.623377	Abandon	99	23.858908	6.767677	Contest	87	18.701294	6.7356324	Contest	106	24.077435	6.8761907	Contest	
129	123	34.72698	6.7540984	Contest	91	21.091137	6.5652175	Contest	74	14.705777	6.6578946	Abandon	99	23.858908	6.767677	Contest	87	18.701294	6.7356324	Contest	107	24.227295	6.8679247	Contest	
130	124	34.892838	6.764228	Contest	90	20.755827	6.5494504	Contest	72	14.363997	6.6486487	Abandon	100	24.180508	6.767677	Contest	87	18.735756	6.7356324	Contest	108	24.30488	6.8785048	Contest	
131	125	35.209396	6.790323	Contest	88	20.242115	6.5555553	Contest	72	14.363997	6.611111	Contest	101	24.37766	6.78	Contest	87	18.735756	6.7126436	Contest	109	24.37487	6.888889	Contest	
132	126	35.384106	6.8	Contest	87	19.983477	6.5113635	Contest	70	13.778983	6.611111	Contest	102	24.530382	6.792079	Contest	87	18.809175	6.7126436	Contest	110	24.81767	6.8990827	Contest	
133	127	35.54465	6.8095236	Contest	85	19.62407	6.4712644	Contest	69	13.711707	6.6	Abandon	103	24.729242	6.8039217	Contest	87	18.809175	6.6896553	Contest	110	24.81767	6.8727274	Contest	
134	128	35.88919	6.8188977	Contest	84	19.27953	6.435294	Contest	69	13.711707	6.6086955	Contest	103	24.729242	6.815534	Contest	87	18.809175	6.6896553	Contest	110	24.81767	6.8727274	Contest	
135	128	35.88919	6.828125	Contest	83	19.12124	6.4166665	Contest	69	13.797192	6.6086955	Contest	104	24.887531	6.815534	Contest	87	18.72369	6.6896553	Contest	110	24.81767	6.8727274	Contest	
136	129	36.239952	6.828125	Contest	82	18.836107	6.39759	Contest	68	13.635893	6.6086955	Abandon	104	24.821905	6.826923	Contest	88	18.80434	6.6896553	Contest	110	24.81767	6.8727274	Contest	
137	130	36.364746	6.8217053	Contest	80	18.512451	6.3414636	Contest	68	13.591496	6.647059	Contest	105	25.020765	6.8076925	Contest	88	18.848738	6.681818	Contest	110	24.81767	6.8727274	Contest	
138	131	36.479134	6.830769	Contest	79	18.477623	6.325	Contest	69	13.778106	6.617647	Contest	105	24.941204	6.838095	Contest	87	18.662128	6.659091	Contest	110	24.81767	6.8727274	Contest	
139	131	36.479134	6.854962	Contest	79	18.398062	6.3037972	Contest	69	13.737018	6.6666665	Contest	105	25.020765	6.8190475	Contest	87	18.703217	6.6666665	Contest	110	24.81767	6.8727274	Contest	
140	132	36.718624	6.854962	Contest	78	18.238132	6.329114	Contest	68	13.635893	6.637681	Contest	105	24.941204	6.838095	Contest	88	18.80434	6.643678	Contest	110	24.81767	6.8727274	Contest	
141	132	36.718624	6.8636365	Contest	79	18.355724	6.269231	Contest	66	13.106681	6.647059	Contest	104	24.823612	6.8190475	Contest	89	18.99095	6.681818	Contest	111	25.160273	6.8727274	Contest	
142	132	36.718624	6.8636365	Contest	79	18.31686	6.316456	Contest	65	12.928229	6.6060605	Abandon	104	24.862476	6.826923	Contest	89	18.99095	6.696629	Contest	111	25.160273	6.882883	Contest	
143	133	37.718624	6.8636365	Contest	79	17.63846	6.316456	Contest	65	12.883489	6.6153846	Contest	103	24.540876	6.826923	Contest	89	18.99095	6.696629	Contest	112	25.383465	6.882883	Contest	
144	133	37.718624	6.857143	Contest	79	17.63846	6.291139	Contest	64	12.823798	6.584615	Contest	103	24.540876	6.815534	Contest	89	18.859539	6.696629	Contest	113	25.574564	6.892857	Contest	
145	134	37.97788	6.857143	Contest	77	17.057606	6.291139	Contest	64	12.558749	6.515625	Contest	104	24.862476	6.815534	Contest	88	18.80434	6.674157	Contest	114	25.894812	6.9026546	Contest	
146	135	38.20354	6.8656716	Contest	76	16.831944	6.246753	Contest	63	12.380298	6.5625	Abandon	104	24.862476	6.826923	Contest	88	18.80434	6.681818	Contest	114	25.894812	6.9122806	Contest	
147	136	38.307396	6.874074	Contest	75	16.891397	6.2105265	Contest	64	12.558749	6.571429	Contest	104	24.699165	6.826923	Contest	88	18.80434	6.681818	Contest	114	25.894812	6.9122806	Contest	
148	136	38.307396	6.897059	Contest	75	16.728086	6.1866665	Contest	64	12.514353	6.5625	Contest	104	24.862476	6.8076925	Contest	88	18.848738	6.681818	Contest	114	25.894812	6.9122806	Contest	
149	137	38.505028	6.897059	Contest	73	16.372164	6.213333	Contest	63	12.37214	6.53125	Abandon	105	25.020765	6.826923	Contest	88	18.848738	6.659091	Contest	114	25.894812	6.9122806	Contest	
150	137	38.505028	6.9051094	Contest	72	16.254572	6.1643834	Contest	61	11.842163	6.5396824	Abandon	106	25.138357	6.838095	Contest	89	18.99095	6.659091	Contest	115	26.246338	6.9122806	Contest	
151	137	38.505028	6.9051094	Contest	72	16.254572	6.138889	Contest	60	11.602877	6.52459	Abandon	106	25.138357	6.8490567	Contest	89	18.99095	6.696629	Contest	115	26.246338	6.921739	Contest	
152	137	38.505028	6.9051094	Contest	72	16.090355	6.138889	Contest	61	11.842163	6.5333333	Colonize	106	25.302574	6.8490567	Contest	89	18.99095	6.696629	Contest	115	26.246338	6.921739	Contest	
153	138	38.61095	6.9051094	Contest	71	16.14865	6.138889	Contest	59	11.547677	6.52459	Abandon	106	25.138357	6.8490567	Contest	90	19.046148	6.696629	Contest	115	26.246338	6.921739	Contest	
154	138	38.61095	6.927536	Contest	71	16.14865	6.1408453	Contest	58	11.572873	6.4915257	Colonize	106	25.138357	6.8490567	Contest	91	19.12031	6.711111	Contest	116	26.386265	6.921739	Contest	
155	138	38.61095	6.927536	Contest	71	16.14865	6.1408453	Contest	57	11.607402	6.413793	Contest	106	25.138357	6.8490567	Contest	92	19.188967	6.7252746	Contest	117	26.46153	6.9310346	Contest	
156	138	38.61095	6.927536	Contest	71	15.984431	6.1408453	Contest	58	11.794011	6.4385967	Contest	106	25.302574	6.8490567	Contest	91	19.002357	6.7391305	Contest	118	26.528807	6.940171	Contest	
157	139	38.908287	6.927536	Contest	70	15.851314	6.1408453	Contest	58	11.794011	6.4310346	Contest	106	25.138357	6.8490567	Contest	91	19.002357	6.7032967	Contest	118	26.528807	6.9322033	Contest	
158	140	39.20234	6.920863	Contest	68	15.234754	6.071429	Contest	58	11.794011	6.4310346	Contest	107	25.460863	6.8490567	Contest	91	19.002357	6.7032967	Contest	118	26.528807	6.9322033	Contest	
159	140	39.20234	6.9142857	Contest	68	15.234754	5.9852943	Contest	58	11.794011	6.4310346	Contest	107	25.460863	6.859813	Contest	91	19.002357	6.7032967	Contest	118	26.528807	6.9322033	Contest	
160	141	39.458237	6.9142857	Contest	67	15.035977	5.9852943	Contest	58	11.794011	6.4310346	Contest	107	25.403744	6.859813	Contest	91	19.002357	6.7032967	Contest	118	26.528807	6.9322033	Contest	
161	142	39.835785	6.9219856	Contest	65	14.335923	5.925373	Contest	58	11.794011	6.4310346	Contest	108	25.72625	6.8411217	Contest	90	18.865334	6.7032967	Contest	119	26.66583	6.9322033	Contest	
162	142	39.835785	6.915493	Contest	65	14.485021	5.8615384	Contest	58	11.794011	6.4310346	Contest	108	25.57715	6.8703704	Contest	90	18.865334	6.711111	Contest	119	26.66583	6.957983	Contest	
163	143	40.045914	6.915493	Contest	65	14.597398	5.8615384	Contest	58	11.794011	6.4310346	Contest	107	25.254644	6.8703704	Contest	90	18.865334	6.711111	Contest	119	26.66583	6.957983	Contest	
164	144	40.230606	6.923077	Contest	64	14.412705	5.8615384	Contest	57	11.360749	6.4310346	Contest	107	25.254644	6.859813	Contest	90	18.865334	6.711111	Contest	120	27.099092	6.957983	Contest	
165	145	40.387745	6.9305553	Contest	64	14.388801	5.828125	Contest	56	11.17414	6.4385967	Contest	106	25.12141	6.859813	Contest	91	19.051943	6.711111	Contest	120	27.099092	6.9333334	Contest	
166	146	40.526966	6.937931	Contest	62	13.9270735	5.828125	Contest	55	11.050513	6.446429	Abandon	107	25.443916	6.8490567	Contest	91	19.051943	6.747253	Contest	120	27.099092	6.9333334	Contest	
167	147	40.821865	6.9589043	Contest	62	13.77809	5.790323	Contest	55	11.050513	6.4363637	Contest	106	25.298	6.859813	Contest	91	19.051943	6.747253	Contest	121	27.22272	6.9333334	Contest	
168	147	40.821865	6.952381	Contest	61	13.588515	5.7580647	Contest	55	11.050513	6.4363637	Contest	106	25.418783	6.8490567	Contest	92	19.120735	6.747253	Contest	121	27.22272	6.9256196	Contest	
169	147	40.821865	6.952381	Contest	60	13.457042	5.7540984	Contest	55	11.191662	6.4363637	Contest	107	25.550257	6.8490567	Contest	92	19.120735	6.7826085	Contest	121	27.08157	6.9256196	Contest	
170	148	40.988213	6.952381	Contest	59	13.207338	5.7166667	Contest	54	10.325138	6.3636365	Abandon	107	25.550257	6.859813	Contest	92	19.20409	6.7826085	Contest	122	27.514832	6.9421487	Contest	
171	148	40.988213	6.9594593	Contest	60	13.359485	5.6101694	Contest	52	9.939954	6.4074073	Abandon	107	25.550257	6.859813	Contest	91	19.051943	6.7391305	Contest	123	27.721563	6.9344263	Contest	
172	149	41.15079	6.9594593	Contest	58	13.128112	5.6833334	Contest	51	9.700667	6.3846154	Abandon	107	25.550257	6.859813	Contest	92	19.120735	6.747253	Contest	123	27.721563	6.9430895	Contest	
173	149	41.15079	6.9798656	Contest	57	12.952632	5.672414	Contest	50	9.537752	6.392157	Colonize	108	25.725737	6.859813	Contest	93	19.350035	6.7826085	Contest	124	27.894466	6.9430895	Contest	
174	150	41.23684	6.9798656	Contest	55	12.778627	5.5964913	Contest	49	9.387697	6.32	Abandon	109	25.813694	6.851852	Contest	94	19.528486	6.774194	Contest	124	27.894466	6.951613	Contest	
175	150	41.23684	7.0	Contest	55	12.778627	5.581818	Contest	47	8.871324	6.3265305	Abandon	109	25.813694	6.8623853	Contest	94	19.528486	6.7659574	Contest	125	28.171555	6.951613	Contest	
176	150	41.23684	7.0	Contest	56	13.025457	5.581818	Contest	48	9.11061	6.2978725	Colonize	108	25.566864	6.8623853	Contest	94	19.528486	6.7659574	Contest	125	28.171555	6.96	Contest	
177	150	41.23684	7.0	Contest	55	12.888258	5.589286	Contest	47	9.041303	6.2916665	Contest	109	25.704063	6.888889	Contest	95	19.597794	6.7659574	Contest	125	28.171555	6.96	Contest	
178	150	41.23684	7.0	Contest	53	12.627689	5.509091	Abandon	45	8.480731	6.255319	Abandon	110	25.950893	6.880734	Contest	95	19.597794	6.7789474	Contest	126	28.49284	6.96	Contest	
179	150	41.23684	7.0	Contest	53	12.728604	5.5283017	Contest	45	8.688928	6.2222223	Colonize	110	25.84998	6.8545456	Contest	96	19.628883	6.7789474	Contest	126	28.49284	6.968254	Contest	
180	151	41.4437	7.0	Contest	52	12.521743	5.4528303	Contest	43	8.482801	6.177778	Abandon	110	25.84998	6.8727274	Contest	97	19.652498	6.7916665	Contest	127	28.584095	6.968254	Contest	
181	152	41.74697	7.0066223	Contest	52	12.364387	5.4038463	Contest	41	7.2617083	6.0930233	Abandon	109	25.704063	6.8727274	Contest	98	19.873592	6.804124	Contest	127	28.584095	6.992126	Contest	
182	152	41.74697	7.0	Contest	52	12.364387	5.4038463	Contest	40	6.2617083	6.097561	Abandon	109	25.704063	6.880734	Contest	99	20.023647	6.7959185	Contest	128	29.584095	6.992126	Contest	
183	152	41.561436	7.0	Contest	51	12.303091	5.4038463	Contest	38	5.7914596	6.2	Abandon	110	25.950893	6.880734	Contest	99	20.023647	6.787879	Contest	129	29.979713	6.96875	Contest	
184	152	41.561436	7.013158	Contest	52	12.549921	5.4313726	Contest	37	5.5521736	6.2105265	Abandon	109	25.704063	6.8545456	Contest	99	20.023647	6.787879	Contest	130	30.054342	6.9457364	Contest	
185	152	41.561436	7.013158	Contest	52	12.549921	5.4423075	Contest	38	5.7914596	6.216216	Colonize	110	25.856495	6.880734	Contest	98	19.871216	6.787879	Contest	130	30.054342	6.953846	Contest	
186	153	41.864708	7.013158	Contest	51	12.24665	5.4423075	Contest	38	5.7914596	6.2105265	Contest	110	25.856495	6.8727274	Contest	98	19.871216	6.755102	Contest	130	30.054342	6.953846	Contest	
187	153	41.864708	7.006536	Contest	51	12.24665	5.352941	Contest	37	5.718401	6.2105265	Contest	110	25.856495	6.8727274	Contest	98	19.871216	6.755102	Contest	131	30.127401	6.953846	Contest	
188	153	41.761528	7.006536	Contest	51	12.349828	5.352941	Contest	36	5.6224833	6.1621623	Abandon	111	26.007095	6.8727274	Contest	97	19.720615	6.755102	Contest	131	30.127401	6.961832	Contest	
189	153	41.761528	7.006536	Contest	51	12.349828	5.352941	Contest	35	5.3831973	6.1666665	Abandon	111	26.007095	6.882883	Contest	97	19.720615	6.742268	Contest	132	30.223318	6.961832	Contest	
190	153	41.761528	7.006536	Contest	51	12.349828	5.352941	Contest	35	5.490357	6.1714287	Colonize	111	26.007095	6.882883	Contest	98	19.852741	6.742268	Contest	132	30.223318	6.9545455	Contest	
191	153	41.761528	7.006536	Contest	51	12.349828	5.352941	Contest	34	5.393512	6.114286	Abandon	112	26.10423	6.882883	Contest	97	19.755606	6.755102	Contest	132	30.223318	6.9545455	Contest	
192	153	41.761528	7.006536	Contest	51	12.349828	5.352941	Contest	32	5.0346227	6.117647	Abandon	113	26.255875	6.875	Contest	97	19.700808	6.783505	Contest	133	30.342922	6.9545455	Contest	
193	153	41.761528	7.006536	Contest	51	12.349828	5.352941	Contest	33	5.2739086	6.0625	Colonize	113	26.255875	6.884956	Contest	97	19.700808	6.783505	Contest	133	30.342922	6.962406	Contest	
194	153	41.761528	7.006536	Contest	51	12.349828	5.352941	Contest	31	4.7020984	6.060606	Contest	113	26.255875	6.884956	Contest	98	20.074747	6.783505	Contest	134	30.540792	6.962406	Contest	
195	154	42.0648	7.006536	Contest	50	12.046556	5.352941	Contest	29	3.9473183	5.870968	Abandon	114	26.392101	6.884956	Contest	98	20.241499	6.7755103	Contest	135	30.689617	6.970149	Contest	
196	155	42.432903	7.012987	Contest	50	11.815655	5.3	Contest	27	3.6933765	5.862069	Abandon	114	26.26864	6.894737	Contest	99	20.405231	6.7755103	Contest	135	30.689617	6.977778	Contest	
197	155	42.432903	7.0064516	Contest	49	11.678455	5.26	Contest	26	3.5686948	5.7777777	Abandon	115	26.40584	6.894737	Contest	99	20.405231	6.787879	Contest	136	30.779825	6.977778	Contest	
198	156	42.54071	7.0064516	Contest	48	11.570647	5.2040815	Contest	26	3.5686948	5.769231	Contest	115	26.40584	6.904348	Contest	99	20.405231	6.787879	Contest	136	30.779825	6.9852943	Contest	
199	155	42.172607	7.0128207	Contest	49	11.938748	5.1458335	Contest	25	3.169008	5.769231	Contest	115	26.40584	6.904348	Contest	100	20.804918	6.787879	Contest	136	30.779825	6.9852943	Contest	
200	155	42.172607	7.019355	Contest	50	12.143284	5.244898	Contest	24	2.883744	5.76	Contest	114	26.201303	6.904348	Contest	101	21.090183	6.76	Contest	136	30.779825	6.9852943	Contest	
201	156	42.54071	7.019355	Contest	50	11.965742	5.22	Contest	22	2.6009407	5.6666665	Contest	113	26.010744	6.9122806	Contest	102	21.204977	6.7722774	Contest	137	30.947834	6.9852943	Contest	
202	156	42.54071	7.0128207	Contest	49	11.775183	5.18	Contest	21	2.4502304	5.5454545	Abandon	114	26.201303	6.9026546	Contest	103	21.329659	6.7647057	Contest	137	30.947834	7.0072994	Contest	
203	156	42.54071	7.0128207	Contest	48	11.366112	5.122449	Abandon	20	2.2153096	5.5238094	Contest	115	26.40584	6.9122806	Contest	104	21.564579	6.776699	Contest	138	31.098545	7.0072994	Contest	
204	155	42.172607	7.0128207	Contest	49	11.734213	5.1458335	Contest	18	1.8756611	5.5	Contest	115	26.40584	6.904348	Contest	105	21.725515	6.75	Contest	139	31.277258	7.014493	Contest	
205	156	42.54071	7.019355	Contest	48	11.366112	5.244898	Contest	16	1.6424322	5.2222223	Abandon	115	26.40584	6.904348	Contest	106	21.876822	6.7619047	Contest	139	31.277258	7.0215826	Contest	
206	155	42.172607	7.0128207	Contest	49	11.734213	5.1458335	Contest	16	1.6424322	5.125	Contest	115	26.40584	6.904348	Contest	106	21.876822	6.754717	Contest	139	31.277258	7.0215826	Contest	
207	155	42.172607	7.019355	Contest	49	11.725533	5.244898	Contest	15	1.3534291	5.125	Contest	115	26.414518	6.904348	Contest	106	21.876822	6.754717	Contest	140	31.566261	7.0215826	Contest	
208	156	42.54071	7.019355	Contest	46	11.00075	5.163265	Abandon	13	0.9858887	4.9333334	Abandon	116	26.619055	6.904348	Contest	106	21.876822	6.754717	Contest	141	31.765884	7.0285716	Contest	
209	157	42.724358	7.0128207	Contest	44	10.527074	5.1086955	Abandon	12	0.7060683	4.769231	Abandon	117	26.771202	6.8965516	Contest	106	21.876822	6.754717	Contest	142	31.933802	7.035461	Contest	
210	157	42.724358	7.0191083	Contest	42	9.978659	5.090909	Abandon	12	0.7060683	4.8333335	Contest	118	27.018032	6.8717947	Contest	107	21.958744	6.754717	Contest	143	32.213623	7.028169	Contest	
211	158	42.993023	7.0191083	Contest	39	9.287621	5.1190476	Abandon	12	0.7060683	4.8333335	Contest	118	27.0118	6.8474574	Contest	108	22.110891	6.766355	Contest	143	32.213623	7.020979	Contest	
212	159	43.28305	7.012658	Contest	38	8.287621	4.923077	Abandon	11	0.52593094	4.8333335	Contest	118	27.0118	6.8644066	Contest	109	23.110891	6.7777777	Contest	143	31.39376	7.020979	Contest	
213	160	44.28305	6.9685535	Colonize	36	8.090271	5.0526314	Abandon	10	0.36522233	4.3636365	Abandon	119	27.156404	6.8644066	Contest	108	22.110891	6.788991	Contest	144	32.39376	7.006993	Contest	
214	161	44.584637	7.0	Contest	35	7.959865	5.0555553	Abandon	9	0.12857938	4.4	Abandon	119	27.156404	6.890756	Contest	109	23.110891	6.7777777	Contest	144	31.55447	7.013889	Contest	
215	162	44.861095	7.0124226	Contest	33	7.646438	5.0857143	Abandon	9	0.12857938	4.4444447	Contest	120	27.310349	6.890756	Contest	109	23.110891	6.788991	Contest	145	31.791113	7.0277777	Contest	
216	163	45.105778	7.0246916	Contest	30	7.144063	4.969697	Abandon	9	0.12857938	4.4444447	Contest	121	27.447063	6.883333	Contest	108	22.110891	6.788991	Contest	146	32.791115	7.0206895	Contest	
217	164	45.236183	7.030675	Contest	29	7.0108285	4.866667	Abandon	9	0.12857938	4.4444447	Contest	122	27.568043	6.876033	Contest	107	22.028969	6.7777777	Contest	147	32.873035	7.027397	Contest	
218	165	45.28893	7.0365853	Contest	28	6.8528023	4.965517	Abandon	9	0.12857938	4.4444447	Contest	123	27.701277	6.8688526	Contest	107	22.904287	6.766355	Contest	147	31.997717	7.0340137	Contest	
219	166	45.44841	7.042424	Contest	27	6.7279897	5.0	Abandon	9	0.12857938	4.4444447	Contest	123	27.701277	6.894309	Contest	108	23.028969	6.766355	Contest	146	31.873035	7.0340137	Contest	
220	167	45.573223	7.0361447	Contest	26	6.4970503	5.037037	Abandon	9	0.12857938	4.4444447	Contest	123	27.701277	6.894309	Contest	107	22.028969	6.7777777	Contest	147	32.873035	7.027397	Contest	
221	168	45.73125	7.0419164	Contest	24	5.946905	5.076923	Abandon	9	0.12857938	4.4444447	Contest	124	28.050243	6.894309	Contest	108	23.028969	6.766355	Contest	146	31.873035	7.0340137	Contest	
222	169	45.93243	7.047619	Contest	23	5.6907716	4.8333335	Abandon	9	0.12857938	4.4444447	Contest	124	28.050243	6.870968	Contest	109	23.124886	6.7777777	Contest	145	31.777119	7.027397	Contest	
223	170	46.188564	7.0532546	Contest	22	5.4220114	4.9565215	Abandon	9	0.12857938	4.4444447	Contest	124	28.050243	6.870968	Contest	108	22.124886	6.8073397	Contest	146	32.77712	7.034483	Contest	
224	171	46.419502	7.0588236	Contest	21	5.142612	5.181818	Abandon	9	0.12857938	4.4444447	Contest	124	28.050243	6.870968	Contest	107	22.028969	6.7777777	Contest	147	32.873035	7.027397	Contest	
225	172	46.688263	7.0643277	Contest	20	4.7552485	5.3333335	Abandon	9	0.12857938	4.4444447	Contest	124	28.050243	6.870968	Contest	107	22.904287	6.766355	Contest	147	31.997717	7.0340137	Contest	
226	173	47.075626	7.0697675	Contest	19	4.5595856	5.4	Contest	9	0.12857938	4.4444447	Contest	125	28.245907	6.870968	Contest	107	22.904287	6.766355	Contest	147	31.997717	7.0340137	Contest	
227	174	47.355026	7.063584	Contest	18	4.4207606	5.263158	Abandon	9	0.12857938	4.4444447	Contest	125	28.245907	6.88	Contest	108	23.028969	6.766355	Contest	146	31.873035	7.0340137	Contest	
228	174	47.355026	7.0689654	Contest	18	4.4207606	5.3333335	Contest	9	0.12857938	4.4444447	Contest	126	28.384731	6.88	Contest	108	23.028969	6.7777777	Contest	146	31.873035	7.027397	Contest	
229	175	47.61501	7.0689654	Contest	16	3.96997	5.3333335	Contest	9	0.12857938	4.4444447	Contest	127	28.575539	6.873016	Contest	108	23.028969	6.7777777	Contest	146	31.873035	7.027397	Contest	
230	176	47.690907	7.0742855	Contest	14	3.716695	5.0	Abandon	9	0.12857938	4.4444447	Contest	127	28.575539	6.866142	Contest	108	22.124886	6.7777777	Contest	146	32.77712	7.027397	Contest	
231	177	47.746563	7.0795455	Contest	13	3.6610372	4.857143	Contest	9	0.12857938	4.4444447	Contest	128	28.752916	6.866142	Contest	108	23.028969	6.7777777	Contest	146	31.873035	7.027397	Contest	
232	177	47.746563	7.096045	Contest	12	3.3570783	4.769231	Abandon	9	0.12857938	4.4444447	Contest	128	28.752916	6.859375	Contest	108	23.028969	6.7777777	Contest	146	31.873035	7.027397	Contest	
233	178	48.05052	7.096045	Contest	12	3.3570783	4.8333335	Contest	9	0.12857938	4.4444447	Contest	128	28.752916	6.859375	Contest	109	23.124886	6.7777777	Contest	145	31.777119	7.027397	Contest	
234	178	47.72533	7.0898876	Contest	13	3.765214	4.8333335	Contest	9	0.12857938	4.4444447	Contest	128	28.752916	6.859375	Contest	107	22.041943	6.8073397	Contest	146	32.77712	7.034483	Contest	
235	178	47.72533	7.101124	Contest	12	3.3570783	4.769231	Abandon	9	0.12857938	4.4444447	Contest	128	28.752916	6.859375	Contest	106	21.946026	6.766355	Contest	147	32.873035	7.027397	Contest	
236	179	48.133465	7.101124	Contest	12	3.3570783	4.8333335	Contest	9	0.12857938	4.4444447	Contest	128	28.752916	6.859375	Contest	105	21.821344	6.754717	Contest	148	32.99772	7.0340137	Contest	
237	180	48.237595	7.094972	Contest	11	3.0678816	4.8333335	Contest	8	-0.08121501	4.4444447	Contest	129	29.042112	6.859375	Contest	104	21.717216	6.742857	Contest	149	33.20751	7.0405407	Contest	
238	181	48.515724	7.1	Contest	12	3.3570783	4.7272725	Contest	7	-0.2054765	3.75	Abandon	128	28.752916	6.837209	Contest	103	21.439085	6.730769	Contest	149	33.20751	7.033557	Contest	
239	180	48.10759	7.1049724	Contest	13	3.765214	4.8333335	Contest	6	-0.20597312	3.7142856	Abandon	128	28.752916	6.859375	Contest	103	21.439085	6.7184467	Contest	150	33.412987	7.033557	Contest	
240	181	48.515724	7.111111	Contest	11	2.659746	4.769231	Abandon	6	0.0	3.6666667	Contest	129	29.042112	6.859375	Contest	103	21.439085	6.7184467	Contest	151	33.61896	7.0266666	Contest	
241	182	48.91095	7.1049724	Contest	11	2.5878403	4.7272725	Contest	6	0.0	3.6666667	Contest	129	29.11402	6.837209	Contest	101	20.892553	6.7184467	Contest	152	33.770267	7.0331125	Contest	
242	182	48.91095	7.10989	Contest	12	2.9489427	4.3636365	Contest	6	0.0	3.6666667	Contest	128	28.752916	6.8062015	Contest	102	21.892553	6.712871	Contest	151	32.770267	7.0394735	Contest	
